Text	TrueLabel	PredictedLabels(Top-5)
"i taste the words that keep falling out your mouthyou got a logic i can never figure outif…	18 💜	['😂', '😉', '😜', '💯', '😍']
2017 was such an amazing year for me. i traveled to so many places, i starred in a movie, got…	13 ✨	['✨', '😍', '📷', '😊', '❤']
happy birthday, ram! you're so old restaurant & lounge	3 😂	['😘', '🇺🇸', '😊', '💕', '❤']
teacher training begins so excited for this journey and to expand my own consciousness so i…	2 😍	['😁', '😊', '✨', '📸', '😜']
currently ️ dolores park	12 ☀	['📷', '📸', '😎', '☀', '❤']
happy birthday to this biatch! u of the dog pub toronto	9 ❤	['😘', '❤', '🇺🇸', '😊', '💕']
trust me i'm not just after her amazing season lakers tickets	16 😎	['😉', '😍', '😂', '✨', '😁']
when c camera gets called to the starting line up... $2k sitting on $12k : christenpink…	6 📷	['😂', '📸', '😉', '📷', '🔥']
all you need is faith, trust and a little pixie dust …	13 ✨	['😉', '😊', '😜', '😂', '💕']
you are the last of my cubs that knows what my heart sounds like…	9 ❤	['❤', '💜', '💙', '💕', '📷']
thanks for everything house west hollywood	9 ❤	['😘', '😁', '😜', '📸', '😊']
24 hrs of a charleston christmas , south…	5 🎄	['🎄', '❤', '😍', '✨', '😊']
w/ my mom hairbyconnierivera chabot golf course	8 😘	['😂', '❤', '😉', '😊', '😁']
️ love you so much	9 ❤	['❤', '💕', '😘', '💜', '💙']
hope to see y'all there lounge	8 😘	['🔥', '😘', '💯', '💕', '😊']
after workout, better take that elevator. …	3 😂	['😉', '💙', '😜', '💯', '😂']
yesterday's beautiful bride ••• …	2 😍	['😍', '☀', '💕', '❤', '✨']
thank you to my hermana for coming in earlier this…	13 ✨	['😘', '😊', '🔥', '📸', '❤']
it's been one year since i have been engaged to my partner in crime ️ this year will be filled…	9 ❤	['✨', '💙', '💕', '😊', '📷']
just a man & (two of) his cats.... they don't particularly enjoy group hugs with dad. …	3 😂	['😉', '😂', '😜', '💯', '😁']
mean mugging with the best of them , kansas	16 😎	['💕', '💜', '💙', '😍', '❤']
dayyyyum, y'all see my date to the stegall wedding last night? she's …	7 🔥	['💕', '😘', '😍', '❤', '😉']
️ ( potter and the escape from gringotts - in orlando, fl)	9 ❤	['✨', '😁', '💜', '😊', '😉']
last minute shopping for the holidays. ( city mall -	5 🎄	['📸', '😜', '💯', '✨', '😎']
wearing my new jauregui shirt …	2 😍	['✨', '🔥', '📸', '😍', '😉']
love my fur baby ️ ️ ️ , indiana	9 ❤	['❤', '💕', '😘', '💙', '💜']
behind the scenes ~ love being this guys manager brothers…	2 😍	['❤', '💕', '😘', '💜', '💙']
last nights sunset!! gorgeous! can't wait to play around with the picture!! taken by emily!	8 😘	['😜', '📷', '😍', '😉', '📸']
love and hate watching these kids grow up they do love …	9 ❤	['❤', '💕', '😘', '💜', '💙']
time for another dirty sesh february 3rd, 2018 pants bar & grill in tempe, arizona.…	4 😉	['😜', '😁', '😊', '😎', '✨']
happy sweetest day , ohio	3 😂	['🇺🇸', '😊', '😁', '😘', '💙']
i get to chill at red rocks amphitheater w/the brothers & enjoy colorado. …	16 😎	['💯', '😎', '🇺🇸', '😉', '😊']
hollywood, california	3 😂	['📸', '📷', '✨', '😎', '💙']
site inspection manor caterers & banquet	9 ❤	['💜', '😍', '😁', '😜', '✨']
straight beast!! cowboys…	7 🔥	['🔥', '📷', '💯', '😁', '😎']
with amy a few years ago museum of art	9 ❤	['📷', '📸', '✨', '❤', '😁']
when your friends are hilarious sarah_bear_anne nightclub	9 ❤	['💕', '💜', '❤', '💙', '😊']
it's december 1st and monk says merry christmas , kansas	5 🎄	['🎄', '❤', '✨', '😂', '😊']
, california	13 ✨	['📸', '📷', '✨', '😎', '💙']
what a great day with this fabulous group of young ladies! …	9 ❤	['😁', '😊', '😎', '☀', '💜']
i need your support! please pre-nominate me (jelena vermilion) for ms. unique, best non-us…	15 💕	['💕', '💜', '💙', '❤', '😍']
it's a gorgeous day for some dinner lady! _________ go.chicago…	6 📷	['😊', '😁', '😎', '☀', '😍']
we unknowingly helped my mom commit murder .. side, chicago	3 😂	['😊', '❤', '😁', '😎', '😂']
way too hot to be closed today!!! we are usually closed mondays but we know you need boozy…	7 🔥	['😉', '🔥', '😜', '😂', '💯']
": thanks to pinterest i know every detail of my future wedding except how i'm going to pay for it "	3 😂	['😉', '😜', '😘', '😁', '😂']
is it even a young harris formal if there isn't a flannel?.. …	9 ❤	['💯', '📸', '✨', '😜', '😂']
game 7 lets goooooo stadium	14 💙	['💙', '💯', '😉', '😎', '💜']
rainy day, no time to do my hair....yeh it's a wrap. …	10 😁	['😁', '😊', '😎', '😜', '✨']
i love you! , alabama	15 💕	['❤', '💕', '😘', '💜', '😍']
shout out to my lolo, merry christmas congee chinese cuisine	5 🎄	['🎄', '💯', '❤', '✨', '😘']
frida kahlo and pablo neruda were just like us. coincidence? i think not supporting…	3 😂	['😂', '😉', '😜', '💯', '😁']
new season, same love 's college - betzler fields	18 💜	['❤', '💕', '😍', '😘', '💜']
why i las vegas! 95	9 ❤	['😎', '😉', '😁', '💯', '❤']
out with my boo west midtown	10 😁	['😘', '😍', '💜', '📸', '📷']
️ at seattle center	9 ❤	['😍', '😉', '❤', '💙', '😎']
i feel like im in europe , district of columbia	2 😍	['😂', '📸', '😜', '💯', '😉']
sweet micky the best parkway	7 🔥	['💕', '💜', '💙', '😘', '❤']
365 days and not a single one has gone by without thinking of you. …	18 💜	['☀', '😊', '😁', '📸', '🔥']
good morning united states of america... they treated me well in british columbia. thank you…	11 🇺🇸	['☀', '😊', '😁', '🇺🇸', '😘']
my homie jay ️ of blues orlando	9 ❤	['💯', '🔥', '💙', '😎', '😁']
park in nyc	3 😂	['📷', '📸', '❤', '🇺🇸', '😎']
squad 's restaurant tennessee bbq	16 😎	['😎', '💯', '😘', '🔥', '😍']
don't miss this informative and free event for (and those that them)…	9 ❤	['😘', '💜', '💕', '❤', '📸']
bae perform in 8 minutes	17 😊	['😘', '😍', '💜', '😂', '😁']
it was a great night university	18 💜	['💕', '🔥', '😊', '💙', '✨']
last night ending at closing party -- …	1 📸	['🔥', '✨', '😜', '📷', '😎']
s.u.n.s.e.t …	11 🇺🇸	['😜', '📸', '😍', '😂', '😉']
instant human, just add coffee : lavenderchaii house coffee	1 📸	['😉', '📷', '😜', '😂', '😊']
woke up to this....	2 😍	['😂', '😁', '📸', '😜', '💯']
bye bye maryland, see you in a year - baltimore international airport	9 ❤	['😁', '😎', '✨', '😍', '😜']
️ ️ ️	9 ❤	['😜', '📸', '😍', '😂', '😉']
tonight was great of terror	3 😂	['🔥', '😊', '😁', '😉', '📸']
maude is meeting all the ladies and gentlemen at the office ️ ️ photo by our office brother…	9 ❤	['📸', '📷', '😜', '😉', '💜']
kisses to the birthday girl high school	8 😘	['😘', '💙', '💜', '💕', '❤']
& they say photogs can't be models too... : , indiana	1 📸	['😁', '😂', '😉', '📸', '😜']
seen in crown heights bk heights, brooklyn	9 ❤	['📷', '💯', '😂', '🔥', '📸']
it's been a long 6 years since i've seen my bean ️ ️ …	9 ❤	['😂', '💙', '😁', '💕', '😘']
coming soon..... : melaniesiegrist lake natural area and wildlife refuge	6 📷	['☀', '🔥', '📸', '📷', '💯']
diplo is going to be crazy tonight	7 🔥	['🔥', '😜', '😉', '📸', '😁']
when in texas.... ️ market	9 ❤	['✨', '💙', '📸', '😍', '💕']
topdawgent these tracks too s/o apple music for giving the plug!!! people go…	7 🔥	['💯', '❤', '💕', '😂', '✨']
ready to go back! please ignore the screams *clears throat* ..…	3 😂	['😜', '📸', '💯', '🔥', '😎']
she's such a natural …	1 📸	['😁', '✨', '😍', '😘', '☀']
these guys always welcome us with open arms …	9 ❤	['😜', '😉', '😊', '😎', '💙']
i need this shirt! found this on feed. her style. …	9 ❤	['😉', '😜', '😂', '🔥', '💯']
sausage party ( sunset place 24 in south miami, fl)	2 😍	['📷', '✨', '☀', '😍', '😎']
dinner time with twitch family , california	9 ❤	['😊', '❤', '💙', '📸', '💜']
maisha of compton	8 😘	['😜', '📸', '😍', '😂', '😉']
haven't left the house except to go to the gym. break has been exciting to say the least	16 😎	['😁', '😂', '😜', '😉', '😎']
merry christmas to me. …	5 🎄	['🎄', '❤', '✨', '😘', '💕']
one week today! lake park	2 😍	['☀', '📷', '😎', '📸', '💜']
happiness is being an auntie hill	15 💕	['💕', '😘', '😁', '📸', '✨']
it sounds so simple....and it is. this practice changes everything. ....…	13 ✨	['😉', '✨', '💯', '😜', '📷']
the mighty water buffalo animal safari	3 😂	['💙', '😉', '😍', '☀', '😂']
when wednesday morning is refreshing af i hope you guys have an amazing day today! it's…	2 😍	['☀', '😊', '😁', '😎', '😍']
happy new year! feliz 2018 …	14 💙	['✨', '🇺🇸', '😘', '😊', '📸']
new ideas on the way ••• …	10 😁	['✨', '🔥', '📸', '😉', '😍']
je t'aime university americans abroad in paris and london	9 ❤	['💙', '💜', '💕', '💯', '😜']
"the loner" pre-fall makeup & photography by: stylist:	7 🔥	['📷', '📸', '✨', '😍', '💕']
️ what's inspiring me today? this beautiful dahlia! it has the sunset and was so eye catching!…	9 ❤	['😍', '☀', '❤', '✨', '💕']
to the 90s!! fabric, fans, and white spandix night…	16 😎	['🇺🇸', '📸', '📷', '😂', '😊']
lillian was dedicated this morning at church community…	9 ❤	['☀', '😊', '😁', '😎', '😘']
yankees taking batting practice. nothing like a baseball diamond.	14 💙	['😂', '😜', '😉', '📸', '📷']
last medal for the 2016 season! …	9 ❤	['📷', '🔥', '💙', '✨', '😊']
winter ball with her . sierraraha san jose high school	9 ❤	['💙', '💯', '💜', '😎', '💕']
with the very beautiful bride promenade turnip rose	2 😍	['😍', '💕', '☀', '❤', '✨']
good morning from all set for another day of with our…	11 🇺🇸	['☀', '😊', '😁', '😎', '💯']
good vibes only …	16 😎	['😊', '☀', '😎', '😁', '📷']
yesterday's office view thank you to the cs team for your wonderful hospitality!…	2 😍	['😊', '😘', '❤', '😍', '💙']
friends and fireworks ️ clair shores fireworks	9 ❤	['💜', '💕', '❤', '😊', '✨']
i only waited 6 years & 7 concerts for this	2 😍	['💙', '❤', '💕', '😜', '😊']
daddy u missionary baptist church, ft. worth, texas	9 ❤	['😎', '💯', '😂', '😜', '💜']
about to get these teeth back in ! if you're in the…	10 😁	['😁', '😂', '💯', '😉', '📸']
we were happy my sister maria1ena and i. little alex was photo…	9 ❤	['😊', '💜', '😘', '💕', '🇺🇸']
selfie sunday ps- i hope easton gets my blue eyes & porcelain like skin but it better be tan…	1 📸	['😉', '😜', '😂', '💙', '📸']
caribbean? mediterranean? thailand? nope..... …	2 😍	['😜', '📸', '😍', '😂', '😉']
con girlies day 2 …	14 💙	['😁', '☀', '😎', '😊', '🇺🇸']
another successful weekend! : danthefishingman05 travis zipline adventures	6 📷	['💙', '💕', '✨', '❤', '😁']
, texas	17 😊	['😎', '😂', '🇺🇸', '💯', '✨']
cool glass chillums one hitter has 3 inches in length (7.5 cm) visit my etsy shop for more…	7 🔥	['😎', '😊', '📸', '💙', '😁']
so happy to see my rocknroll soul sista from across the pond again! meets …	9 ❤	['😘', '🇺🇸', '😊', '💜', '💕']
sorry for another pic w her ..... we're just together a lot	9 ❤	['😂', '😉', '😜', '😁', '📷']
️ ️ reading corner	9 ❤	['📷', '🔥', '📸', '💕', '✨']
and she's off...onto her next big adventure! …	2 😍	['💙', '💯', '💜', '😊', '💕']
2 different things not quite that passionate about those shows	3 😂	['📷', '✨', '😉', '😜', '📸']
i'm livin da dreaaam	13 ✨	['💯', '📸', '🔥', '😎', '📷']
comment park, california	19 💯	['📸', '📷', '✨', '💜', '😎']
my little guy aj. ️ bayou club	9 ❤	['😉', '😍', '😂', '💕', '❤']
christmas is just 3 days away! i miss these two so much!! the holidays always make me miss those…	5 🎄	['🎄', '😉', '😘', '😂', '💯']
girls night out en mandolin aegean bistro	13 ✨	['🔥', '💕', '✨', '💜', '❤']
wars launch bay…	2 😍	['✨', '💙', '😍', '😜', '😎']
️cousins olde mecklenburg brewery	9 ❤	['😎', '📷', '😉', '😊', '🔥']
my can't take it!! …	9 ❤	['😜', '📸', '😍', '😂', '😉']
boom! civic duty done. no traffic and no line for early voting.	11 🇺🇸	['😉', '💜', '😜', '😁', '🔥']
my fortune cookie today....how apt herbert wertheim college…	17 😊	['💯', '💙', '😍', '😂', '😊']
been meaning to post this for a while now waters…	11 🇺🇸	['✨', '📸', '😂', '😊', '😉']
did some exploring today and found sunflowers …	17 😊	['😁', '😂', '😉', '😍', '😎']
ever so thankful for my best bud ️ wild wings	9 ❤	['💕', '💙', '❤', '💜', '😍']
lauderdale beach	12 ☀	['☀', '😎', '📷', '💙', '😜']
nothing like a peach-ginger martini featuring ketel one vodka in my favorite city. …	2 😍	['😂', '📸', '😉', '😜', '😍']
fund raising sale!! i'll be taking a road trip up the coast and i have a few pieces i'm willing…	13 ✨	['😉', '😁', '😂', '📸', '📷']
it's wedding season! happy that you're my plus 1 every time	8 😘	['😊', '😘', '🇺🇸', '😁', '💜']
an old fave from home - drinking a blueberry wheat by brandon's —	18 💜	['💙', '😉', '😍', '😜', '❤']
im a like that. adultconla …	6 📷	['😂', '😜', '😉', '📸', '💯']
retrouvailles [french]: the happinesss of meeting again after a long time and boy was i happy…	9 ❤	['💙', '😁', '😊', '😂', '😎']
father's gin & tonic or twist	9 ❤	['💙', '😎', '😉', '😜', '😂']
